,Title in metadata,Bundle name,Pdf file,XML file
80,Das Erkenntnispotenzial Digitaler Musikedition,215_final-IFFLAND_Joachim_Das_Erkenntnispotenzial_Digitaler_Musikediti,215_final-IFFLAND_Joachim_Das_Erkenntnispotenzial_Digitaler_Musikediti.pdf,215_final-IFFLAND_Joachim_Das_Erkenntnispotenzial_Digitaler_Musikediti.xml
81,Spielräume definieren: Cooking Recipes of the Middle Ages,216_final-STEINER_Christian_Spielr_ume_definieren__Cooking_Recipes_of_,216_final-STEINER_Christian_Spielr_ume_definieren__Cooking_Recipes_of_.pdf,216_final-STEINER_Christian_Spielr_ume_definieren__Cooking_Recipes_of_.xml
82,Opaque – digitale Arbeitsumgebung für die Humanities,217_final-SCHLICHT_Helene_Opaque___digitale_Arbeitsumgebung_f_r_die_Hu,217_final-SCHLICHT_Helene_Opaque___digitale_Arbeitsumgebung_f_r_die_Hu.pdf,217_final-SCHLICHT_Helene_Opaque___digitale_Arbeitsumgebung_f_r_die_Hu.xml
83,Digitales Publizieren im Spiegel der Zeitschrift für digitale Geisteswissenschaften: Eine Standortbestimmung,220_final-KLAFFKI_Lisa_Digitales_Publizieren_im_Spiegel_der_Zeitschrif,220_final-KLAFFKI_Lisa_Digitales_Publizieren_im_Spiegel_der_Zeitschrif.pdf,220_final-KLAFFKI_Lisa_Digitales_Publizieren_im_Spiegel_der_Zeitschrif.xml
84,Zwischen geisteswissenschaftlicher Offenheit und informatischer Explikation: Motivsuche als Herausforderung bei der Arbeit mit digitalen Ressourcen,221_final-RASTINGER_Nina_Claudia_Zwischen_geisteswissenschaftlicher_Of,221_final-RASTINGER_Nina_Claudia_Zwischen_geisteswissenschaftlicher_Of.pdf,221_final-RASTINGER_Nina_Claudia_Zwischen_geisteswissenschaftlicher_Of.xml
85,Keter Shem Ṭov - Prozessualisierung eines Editionsprojekts mit 100 Textzeugen,222_final-P_CKELMANN_Marcus_Keter_Shem__ov___Prozessualisierung_eines_,222_final-P_CKELMANN_Marcus_Keter_Shem__ov___Prozessualisierung_eines_.pdf,222_final-P_CKELMANN_Marcus_Keter_Shem__ov___Prozessualisierung_eines_.xml
86,Eine Programmierschnittstelle für Metadaten zu DH Lehraktivitäten: Die DH Course Registry API,223_final-WISSIK_Tanja_Eine_Programmierschnittstelle_f_r_Metadaten_zu_,223_final-WISSIK_Tanja_Eine_Programmierschnittstelle_f_r_Metadaten_zu_.pdf,223_final-WISSIK_Tanja_Eine_Programmierschnittstelle_f_r_Metadaten_zu_.xml
87,Die Falte: Ein Denkraum für interaktive und kritische Datenvisualisierungen,224_final-D_RK_Marian_Die_Falte__Ein_Denkraum_f_r_interaktive_und_krit,224_final-D_RK_Marian_Die_Falte__Ein_Denkraum_f_r_interaktive_und_krit.pdf,224_final-D_RK_Marian_Die_Falte__Ein_Denkraum_f_r_interaktive_und_krit.xml
88,Friends with Benefits: Wie Deep-Learning basierte Bildanalyse und kulturhistorische Heraldik voneinander profitieren,225_final-HILTMANN_Torsten_Friends_with_Benefits__Wie_Deep_Learning_ba,225_final-HILTMANN_Torsten_Friends_with_Benefits__Wie_Deep_Learning_ba.pdf,225_final-HILTMANN_Torsten_Friends_with_Benefits__Wie_Deep_Learning_ba.xml
89,m*w Figurengender zwischen Stereotypisierung und literarischen und theoretischen Spielräumen Genderstereotype und -bewertungen in der Literatur des 19. Jahrhunderts,226_final-SCHUMACHER_Mareike_m_w_Figurengender_zwischen_Stereotypisier,226_final-SCHUMACHER_Mareike_m_w_Figurengender_zwischen_Stereotypisier.pdf,226_final-SCHUMACHER_Mareike_m_w_Figurengender_zwischen_Stereotypisier.xml
90,Ein Schritt zurück: Distinktive Eigenschaften im deutschsprachigen Drama,227_final-KRAUTTER_Benjamin_Ein_Schritt_zur_ck__Distinktive_Eigenschaf,227_final-KRAUTTER_Benjamin_Ein_Schritt_zur_ck__Distinktive_Eigenschaf.pdf,227_final-KRAUTTER_Benjamin_Ein_Schritt_zur_ck__Distinktive_Eigenschaf.xml
91,Spiele im Spiel – Datenbankbasiertes Arbeiten zur interaktionale Sprache im Dramenwerk von Andreas Gryphius,228_final-EGGERT_Lisa_Spiele_im_Spiel___Datenbankbasiertes_Arbeiten_zu,228_final-EGGERT_Lisa_Spiele_im_Spiel___Datenbankbasiertes_Arbeiten_zu.pdf,228_final-EGGERT_Lisa_Spiele_im_Spiel___Datenbankbasiertes_Arbeiten_zu.xml
92,Bias in Datensätzen und ML-Modellen: Erkennung und Umgang in den DH,229_final-LASSNER_David_Bias_in_Datens_tzen_und_ML_Modellen__Erkennung,229_final-LASSNER_David_Bias_in_Datens_tzen_und_ML_Modellen__Erkennung.pdf,229_final-LASSNER_David_Bias_in_Datens_tzen_und_ML_Modellen__Erkennung.xml
93,Hackathon „Sortir de la guerre“,230_final-SCHWANDT_Silke_Hackathon__Sortir_de_la_guerre_,230_final-SCHWANDT_Silke_Hackathon__Sortir_de_la_guerre_.pdf,230_final-SCHWANDT_Silke_Hackathon__Sortir_de_la_guerre_.xml
94,DH’s Next Top-Model? Digitale Editionsentwicklung zwischen Best Practice und Innovation am Beispiel des „Corpus Masoreticum“,231_final-LIEDTKE_Clemens_DH_s_Next_Top_Model__Digitale_Editionsentwic,231_final-LIEDTKE_Clemens_DH_s_Next_Top_Model__Digitale_Editionsentwic.pdf,231_final-LIEDTKE_Clemens_DH_s_Next_Top_Model__Digitale_Editionsentwic.xml
95,Critical Machine Vision. Eine Perspektive für die Digital Humanities,232_final-BELL_Peter_Critical_Machine_Vision__Eine_Perspektive_f_r_die,232_final-BELL_Peter_Critical_Machine_Vision__Eine_Perspektive_f_r_die.pdf,232_final-BELL_Peter_Critical_Machine_Vision__Eine_Perspektive_f_r_die.xml
96,Netzwerkanalyse spielerisch vermitteln mit DraCor und forTEXT: Zur nicht-digitalen Dissemination einer digitalen Methode in Form des Kartenspiels „Dramenquartett“,233_final-HORSTMANN_Jan_Netzwerkanalyse_spielerisch_vermitteln_mit_Dra,233_final-HORSTMANN_Jan_Netzwerkanalyse_spielerisch_vermitteln_mit_Dra.pdf,233_final-HORSTMANN_Jan_Netzwerkanalyse_spielerisch_vermitteln_mit_Dra.xml
97,Cooking Recipes of the Middle Ages: Nachnutzbare Ressourcen eines internationalen Forschungsprojekts,234_final-STEINER_Christian_Cooking_Recipes_of_the_Middle_Ages__Nachnu,234_final-STEINER_Christian_Cooking_Recipes_of_the_Middle_Ages__Nachnu.pdf,234_final-STEINER_Christian_Cooking_Recipes_of_the_Middle_Ages__Nachnu.xml
98,Discovery-Service TRIPLE,235_final-SCHULTE_Judith_Discovery_Service_TRIPLE,235_final-SCHULTE_Judith_Discovery_Service_TRIPLE.pdf,235_final-SCHULTE_Judith_Discovery_Service_TRIPLE.xml
99,Textanalyse mit kombinierten Methoden – ein konzeptioneller Rahmen für reflektierte Arbeitspraktiken,239_final-KUHN_Jonas_Textanalyse_mit_kombinierten_Methoden___ein_konze,239_final-KUHN_Jonas_Textanalyse_mit_kombinierten_Methoden___ein_konze.pdf,239_final-KUHN_Jonas_Textanalyse_mit_kombinierten_Methoden___ein_konze.xml
100,Spielräume modellieren. Eine digitale Edition von Giovanni Domenico Tiepolos Bildzyklus Divertimento per li Regazzi auf der Grundlage von CIDOC CRM,241_final-VIEHHAUSER_Gabriel_Spielr_ume_modellieren__Eine_digitale_Edi,241_final-VIEHHAUSER_Gabriel_Spielr_ume_modellieren__Eine_digitale_Edi.pdf,241_final-VIEHHAUSER_Gabriel_Spielr_ume_modellieren__Eine_digitale_Edi.xml
101,"Early Stage Digital Medievalist Subcommittee. Vernetzen, entgrenzen, Spielräume schaffen",242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee,242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.pdf,242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.xml
102,Raise your voice! - Über den Zusammenhang zwischen Lautstärkemerkmalen in literarischen Prosatexten und der Emanzipation der Frau von 1848 bis 1920,243_final-GUHR_Svenja_Doctoral_Consortium__Svenja_Guhr,243_final-GUHR_Svenja_Doctoral_Consortium__Svenja_Guhr.pdf,243_final-GUHR_Svenja_Doctoral_Consortium__Svenja_Guhr.xml
103,Interdisziplinäres Streitgespräch – Nutzerkommentar- analysen aus ethisch-rechtlicher Perspektive,244_final-GUHR_Svenja_Interdisziplin_res_Streitgespr_ch___Nutzerkommen,244_final-GUHR_Svenja_Interdisziplin_res_Streitgespr_ch___Nutzerkommen.pdf,244_final-GUHR_Svenja_Interdisziplin_res_Streitgespr_ch___Nutzerkommen.xml
104,Kein Spiel(raum): Rechtliche und ethische Rahmenbedingungen geisteswissenschaftlicher Forschung,245_final-SCHOLGER_Walter_Kein_Spiel_raum___Rechtliche_und_ethische_Ra,245_final-SCHOLGER_Walter_Kein_Spiel_raum___Rechtliche_und_ethische_Ra.pdf,245_final-SCHOLGER_Walter_Kein_Spiel_raum___Rechtliche_und_ethische_Ra.xml
105,Das Theater mit dem Theater: Thementransfer in den Spectators,246_final-SCHOLGER_Martina_Das_Theater_mit_dem_Theater__Thementransfer,246_final-SCHOLGER_Martina_Das_Theater_mit_dem_Theater__Thementransfer.pdf,246_final-SCHOLGER_Martina_Das_Theater_mit_dem_Theater__Thementransfer.xml
106,Der Einsatz von Distant Reading auf einem Korpus deutschsprachiger Songtexte,247_final-SCHMIDT_Thomas_Der_Einsatz_von_Distant_Reading_auf_einem_Kor,247_final-SCHMIDT_Thomas_Der_Einsatz_von_Distant_Reading_auf_einem_Kor.pdf,247_final-SCHMIDT_Thomas_Der_Einsatz_von_Distant_Reading_auf_einem_Kor.xml
107,Metadaten-basierte Visualisierungen im Stilometrie-Paket „Stylo“,248_final-PIELSTR_M_Steffen_Metadaten_basierte_Visualisierungen_im_Sti,248_final-PIELSTR_M_Steffen_Metadaten_basierte_Visualisierungen_im_Sti.pdf,248_final-PIELSTR_M_Steffen_Metadaten_basierte_Visualisierungen_im_Sti.xml
108,Syntaktische Profile für Interpretationen jenseits der Textoberfläche,249_final-ANDRESEN_Melanie_Syntaktische_Profile_f_r_Interpretationen_j,249_final-ANDRESEN_Melanie_Syntaktische_Profile_f_r_Interpretationen_j.pdf,249_final-ANDRESEN_Melanie_Syntaktische_Profile_f_r_Interpretationen_j.xml
109,Multimodaler Bedeutungstransfer vom Text zum Bild. Granulare Bildklassifikation durch Verteilungssemantik.,250_final-DONIG_Simon_Multimodaler_Bedeutungstransfer_vom_Text_zum_Bil,250_final-DONIG_Simon_Multimodaler_Bedeutungstransfer_vom_Text_zum_Bil.pdf,250_final-DONIG_Simon_Multimodaler_Bedeutungstransfer_vom_Text_zum_Bil.xml
110,Erweiterung eines Forschungsdaten- repositoriums um ein Modul für die Nachnutzbarkeit und Analyse von Textressourcen,251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito,251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito.pdf,251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito.xml
111,Ein Spielraum der Digital Humanities: Die Europäische Sommeruniversität „Kulturen & Technologien“,252_final-BURR_Elisabeth_Ein_Spielraum_der_Digital_Humanities__Die_Eur,252_final-BURR_Elisabeth_Ein_Spielraum_der_Digital_Humanities__Die_Eur.pdf,252_final-BURR_Elisabeth_Ein_Spielraum_der_Digital_Humanities__Die_Eur.xml
112,Einführung in TEI-ODD,254_final-BOHL_Benjamin_W__Einf_hrung_in_TEI_ODD,254_final-BOHL_Benjamin_W__Einf_hrung_in_TEI_ODD.pdf,254_final-BOHL_Benjamin_W__Einf_hrung_in_TEI_ODD.xml
113,"Der Datenpool eines frühneuzeitlichen Self-Trackers, oder: Johann Christian Senckenbergs „Observationes“. Ein Distant Reading-Zugang",255_final-FASSHAUER_Vera_Der_Datenpool_eines_fr_hneuzeitlichen_Self_Tr,255_final-FASSHAUER_Vera_Der_Datenpool_eines_fr_hneuzeitlichen_Self_Tr.pdf,255_final-FASSHAUER_Vera_Der_Datenpool_eines_fr_hneuzeitlichen_Self_Tr.xml
114,Prosopographische Interoperabilität – Stand der Dinge,257_final-VOGELER_Georg_Prosopographische_Interoperabilit_t___Stand_de,257_final-VOGELER_Georg_Prosopographische_Interoperabilit_t___Stand_de.pdf,257_final-VOGELER_Georg_Prosopographische_Interoperabilit_t___Stand_de.xml
115,„Ein lebendiges psychologisches Parlament“. Lazarus‘ und Steinthals Zeitschrift für Völkerpsychologie und Sprachwissenschaft.,259_final-REINERS_Stefan_Doctoral_Consortium__Stefan_Reiners,259_final-REINERS_Stefan_Doctoral_Consortium__Stefan_Reiners.pdf,259_final-REINERS_Stefan_Doctoral_Consortium__Stefan_Reiners.xml
116,"Der Haken von Frazier, der Ali 1971 zu Boden schickte, hat jetzt eine URI: Zur Modellierung, Transkription und Visualisierung performativer kultureller Objekte",260_final-GEISSLER_Nils_Der_Haken_von_Frazier__der_Ali_1971_zu_Boden_s,260_final-GEISSLER_Nils_Der_Haken_von_Frazier__der_Ali_1971_zu_Boden_s.pdf,260_final-GEISSLER_Nils_Der_Haken_von_Frazier__der_Ali_1971_zu_Boden_s.xml
117,Datamodelling Drama and (Musical)theater,261_final-DENNERLEIN_Katrin_Datamodelling_Drama_and__Musical_theater,261_final-DENNERLEIN_Katrin_Datamodelling_Drama_and__Musical_theater.pdf,261_final-DENNERLEIN_Katrin_Datamodelling_Drama_and__Musical_theater.xml
118,Topic Modeling der Hugo-Schuchardt-Korrespondenz – Möglichkeiten und Grenzen,263_final-SARIC_Sanja_Topic_Modeling_der_Hugo_Schuchardt_Korrespondenz,263_final-SARIC_Sanja_Topic_Modeling_der_Hugo_Schuchardt_Korrespondenz.pdf,263_final-SARIC_Sanja_Topic_Modeling_der_Hugo_Schuchardt_Korrespondenz.xml
119,Unsichtbares sichtbar machen - semantische Modellierung interpretativer Vorgänge am Beispiel der historischen Bestandsaufnahme der Brandenburgisch-Preußischen Kunstkammern,265_final-WAGNER_Sarah_Unsichtbares_sichtbar_machen___semantische_Mode,265_final-WAGNER_Sarah_Unsichtbares_sichtbar_machen___semantische_Mode.pdf,265_final-WAGNER_Sarah_Unsichtbares_sichtbar_machen___semantische_Mode.xml
120,Wiener Ballette <Tanz Musik=“mei“ Bild=“jpg“ Text=“tei“ Bewegung=“?“/>,266_final-GRUND_Vera_Wiener_Ballette,266_final-GRUND_Vera_Wiener_Ballette.pdf,266_final-GRUND_Vera_Wiener_Ballette.xml
121,Modellierung von Annahmen als Basis für Rekonstruktionen von Architektur,267_final-ALBERS_Laura_Modellierung_von_Annahmen_als_Basis_f_r_Rekonst,267_final-ALBERS_Laura_Modellierung_von_Annahmen_als_Basis_f_r_Rekonst.pdf,267_final-ALBERS_Laura_Modellierung_von_Annahmen_als_Basis_f_r_Rekonst.xml
122,Digitale Editionen im Spannungsfeld zwischen Formalisierung und Interpretation: Rezensionen der Online-Zeitschrift RIDE als Gradmesser für die Zukunft,268_final-RESCH_Claudia_Digitale_Editionen_im_Spannungsfeld_zwischen_F,268_final-RESCH_Claudia_Digitale_Editionen_im_Spannungsfeld_zwischen_F.pdf,268_final-RESCH_Claudia_Digitale_Editionen_im_Spannungsfeld_zwischen_F.xml
123,Sprachvarietäten- abhängige Terminologie in der neuronalen maschinellen Übersetzung: Eine Analyse in der Sprachrichtung Englisch-Deutsch mit Schwerpunkt auf der österreichischen Varietät der deutschen Sprache,269_final-HEINISCH_Barbara_Sprachvariet_tenabh_ngige_Terminologie_in_d,269_final-HEINISCH_Barbara_Sprachvariet_tenabh_ngige_Terminologie_in_d.pdf,269_final-HEINISCH_Barbara_Sprachvariet_tenabh_ngige_Terminologie_in_d.xml
124,Historische Schulbücher als Spielräume für Digital Humanities? Mapping von unterschiedlichen Metadatenformaten für Bibliotheken und linguistische Analysen,271_final-KLAES_Jan_Sebastian_Historische_Schulb_cher_als_Spielr_ume_f,271_final-KLAES_Jan_Sebastian_Historische_Schulb_cher_als_Spielr_ume_f.pdf,271_final-KLAES_Jan_Sebastian_Historische_Schulb_cher_als_Spielr_ume_f.xml
125,Modeling disciplinary structure with uniform manifold approximation and projection,272_final-NOICHL_Maximilian_Modeling_disciplinary_structure_with_unifo,272_final-NOICHL_Maximilian_Modeling_disciplinary_structure_with_unifo.pdf,272_final-NOICHL_Maximilian_Modeling_disciplinary_structure_with_unifo.xml
126,Spielräume zwischen Yakshis und Dibias: Vladimir Propps Morphologie des Märchens im ontologiegestützten interkulturellen Vergleich,273_final-PANNACH_Franziska_Spielr_ume_zwischen_Yakshis_und_Dibias__Vl,273_final-PANNACH_Franziska_Spielr_ume_zwischen_Yakshis_und_Dibias__Vl.pdf,273_final-PANNACH_Franziska_Spielr_ume_zwischen_Yakshis_und_Dibias__Vl.xml
127,Events: Modellierungen und Schnittstellen,276_final-KURZ_Stephan_Events__Modellierungen_und_Schnittstellen,276_final-KURZ_Stephan_Events__Modellierungen_und_Schnittstellen.pdf,276_final-KURZ_Stephan_Events__Modellierungen_und_Schnittstellen.xml
128,Keine Panik! Manifest für Softwareentwicklung in Studierendenprojekten,278_final-REUHL_Elisabeth_Keine_Panik__Manifest_f_r_Softwareentwicklun,278_final-REUHL_Elisabeth_Keine_Panik__Manifest_f_r_Softwareentwicklun.pdf,278_final-REUHL_Elisabeth_Keine_Panik__Manifest_f_r_Softwareentwicklun.xml
129,"Diskursive Strukturen als öffentliche Spielräume in Graphenstrukturen. Konzeption, Modellierung und Auswertung ideengeschichtlicher Netzwerke am Beispiel der Spätaufklärung im Fürstentum Lippe",279_final-SCHNEIDER_Philipp_Diskursive_Strukturen_als__ffentliche_Spie,279_final-SCHNEIDER_Philipp_Diskursive_Strukturen_als__ffentliche_Spie.pdf,279_final-SCHNEIDER_Philipp_Diskursive_Strukturen_als__ffentliche_Spie.xml
130,... hungere schon nach dem nächsten Band. Eine Untersuchung von Metaphern für Leseerfahrungen in Web 2.0 Literaturrezensionen,280_final-HERRMANN_J__Berenike____hungere_schon_nach_dem_n_chsten_Band,280_final-HERRMANN_J__Berenike____hungere_schon_nach_dem_n_chsten_Band.pdf,280_final-HERRMANN_J__Berenike____hungere_schon_nach_dem_n_chsten_Band.xml
131,„Romantik“ im aktuellen parteipolitischen Diskurs auf Twitter,281_final-DUAN_Tinghui__Romantik__im_aktuellen_parteipolitischen_Disku,281_final-DUAN_Tinghui__Romantik__im_aktuellen_parteipolitischen_Disku.pdf,281_final-DUAN_Tinghui__Romantik__im_aktuellen_parteipolitischen_Disku.xml
132,Spielplätze der Theoriebildung in den Digital Humanities,284_final-GEIGER_Jonathan_Spielpl_tze_der_Theoriebildung_in_den_Digita,284_final-GEIGER_Jonathan_Spielpl_tze_der_Theoriebildung_in_den_Digita.pdf,284_final-GEIGER_Jonathan_Spielpl_tze_der_Theoriebildung_in_den_Digita.xml
133,Das Werk bildender Künstler*innen im Kontext – Digitale Werkverzeichnisse im semantischen Netz,285_final-EFFINGER_Maria_Das_Werk_bildender_K_nstler_innen_im_Kontext_,285_final-EFFINGER_Maria_Das_Werk_bildender_K_nstler_innen_im_Kontext_.pdf,285_final-EFFINGER_Maria_Das_Werk_bildender_K_nstler_innen_im_Kontext_.xml
134,Zu den Anforderungen einer musikalischen Stilometrie,286_final-KEPPER_Johannes_Zu_den_Anforderungen_einer_musikalischen_Sti,286_final-KEPPER_Johannes_Zu_den_Anforderungen_einer_musikalischen_Sti.pdf,286_final-KEPPER_Johannes_Zu_den_Anforderungen_einer_musikalischen_Sti.xml
135,From Modeling to Interpretation,FLANDERS_Keynote,FLANDERS_Keynote.pdf,FLANDERS_Keynote.xml
136,Humans in the Loop: Humanities Hermeneutics and Machine Learning,LIU_Keynote,LIU_Keynote.pdf,LIU_Keynote.xml
