,title,title from pdf,title from xml,pdf file,xml file
74,Datenbank für Gesprochenes Deutsch (DGD),"Datenbank für GesprochenesDeutsch (DGD),thomas.schmidt@ids-mannheim.deIDS Mannheim, DeutschlandEine ",Datenbank für Gesprochenes Deutsch (DGD),conferences/DHd2016/pdf_einzeln/posters-068.pdf,conferences/DHd2016/xml/posters-068.xml
75,CFDB: eine paläographische Datenbank neu- und spätbabylonischer Keilschriftzeichen,"CFDB: eine paläographischeDatenbank neu- undspätbabylonischerKeilschriftzeichen,daniel.schopper@oeaw",CFDB: eine paläographische Datenbank neu- und spätbabylonischer Keilschriftzeichen,conferences/DHd2016/pdf_einzeln/posters-069.pdf,conferences/DHd2016/xml/posters-069.xml
76,"Visuelle Möglichkeiten der Textkollation anhand des Beispiels eines Vergleiches von Erich Kästners ""Fabian"" und ""Der Gang vor die Hunde""","Visuelle Möglichkeiten derTextkollation anhand desBeispiels eines Vergleichesvon Erich Kästners ""Fab","Visuelle Möglichkeiten der Textkollation anhand des Beispiels eines Vergleiches von Erich Kästners ""Fabian"" und ""Der Gang vor die Hunde"" ",conferences/DHd2016/pdf_einzeln/posters-070.pdf,conferences/DHd2016/xml/posters-070.xml
77,Das digitale Handbuch der Höfe und Residenzen im spätmittelalterlichen Reich. Eine suchoptimierte Präsentation von strukturierten und verlinkten XML-TEI Daten.,Das digitale Handbuchder Höfe und Residenzenim spätmittelalterlichenReich. Eine suchoptimiertePräsen,Das digitale Handbuch der Höfe und Residenzen im spätmittelalterlichen Reich. Eine suchoptimierte Präsentation von strukturierten und verlinkten XML-TEI Daten.,conferences/DHd2016/pdf_einzeln/posters-071.pdf,conferences/DHd2016/xml/posters-071.xml
78,Gegenwärtige dialektspezifische Daten und deren Anwendung in der Dialektometrie,"Gegenwärtigedialektspezifische Daten undderen Anwendung in derDialektometrie,desi@cis.uni-muenchen.d",Gegenwärtige dialektspezifische Daten und deren Anwendung in der Dialektometrie,conferences/DHd2016/pdf_einzeln/posters-072.pdf,conferences/DHd2016/xml/posters-072.xml
79,"Kollaboratives Schreiben gestern, heute und morgen: Nutzen und Grenzen eines Visualisierungs- und Analysemodels aus der digitalen Literaturforschung","Kollaboratives Schreibengestern, heute und morgen:Nutzen und Grenzen einesVisualisierungs- undAnalys","Kollaboratives Schreiben gestern, heute und morgen: Nutzen und Grenzen eines Visualisierungs- und Analysemodels aus der digitalen Literaturforschung",conferences/DHd2016/pdf_einzeln/posters-073.pdf,conferences/DHd2016/xml/posters-073.xml
80,Aufbau einer Korpusinfrastruktur für die Beobachtung des Schreibgebrauchs,"Aufbau einerKorpusinfrastruktur fürdie Beobachtung desSchreibgebrauchs,peter.fischer@ids-mannheim.de",Aufbau einer Korpusinfrastruktur für die Beobachtung des Schreibgebrauchs,conferences/DHd2016/pdf_einzeln/posters-074.pdf,conferences/DHd2016/xml/posters-074.xml
81,Automatische Typenbestimmung in historischen Drucken,"AutomatischeTypenbestimmung inhistorischen Drucken,weichsel@uni-mainz.deJohannes Gutenberg Universit",Automatische Typenbestimmung in historischen Drucken,conferences/DHd2016/pdf_einzeln/posters-075.pdf,conferences/DHd2016/xml/posters-075.xml
82,Die Schule von Salamanca. Ansätze für vernetzte und visualisierbare Daten,"Die Schule von Salamanca.Ansätze für vernetzte undvisualisierbare Daten,andreas.wagner@em.uni-frankf", Die Schule von Salamanca. Ansätze für vernetzte und visualisierbare Daten ,conferences/DHd2016/pdf_einzeln/posters-076.pdf,conferences/DHd2016/xml/posters-076.xml
83,Dramenwerkbank - Automatische Sprachverarbeitung zur Analyse von Figurenrede,"Dramenwerkbank- AutomatischeSprachverarbeitung zurAnalyse von Figurenrede,andre.blessing@ims.uni-stu",Dramenwerkbank - Automatische Sprachverarbeitung zur Analyse von Figurenrede,conferences/DHd2016/pdf_einzeln/posters-077.pdf,conferences/DHd2016/xml/posters-077.xml
84,Wie verhalten sich Aktionäre bei Unternehmenszusam-menschlüssen? Modellierung sprachlicher Muster zur Analyse treibender Faktoren bei der Berichterstattung,Wie verhaltensich Aktionäre beiUnternehmenszusam-menschlüssen? Modellierungsprachlicher Muster zurAn,Wie verhalten sich Aktionäre bei Unternehmenszusam-menschlüssen? Modellierung sprachlicher Muster zur Analyse treibender Faktoren bei der Berichterstattung,conferences/DHd2016/pdf_einzeln/posters-078.pdf,conferences/DHd2016/xml/posters-078.xml
85,RuCoCo: Automatische Koreferenzannotationen für Russisch,"RuCoCo: AutomatischeKoreferenzannotationen fu#rRussisch,desi@cis.uni-muenchen.deCentrum für Informat",RuCoCo: Automatische Koreferenzannotationen für Russisch,conferences/DHd2016/pdf_einzeln/posters-079.pdf,conferences/DHd2016/xml/posters-079.xml
86,Argumentanalyse in digitalen Textkorpora,"Argumentanalyse indigitalen Textkorpora,miriam.butt@uni-konstanz.deUniversität Konstanz, Deutschland",Argumentanalyse in digitalen Textkorpora,conferences/DHd2016/pdf_einzeln/sektionen-001.pdf,conferences/DHd2016/xml/sektionen-001.xml
87,"""Delta"" in der stilometrischen Autorschaftsattribution","""Delta"" in derstilometrischenAutorschaftsattribution,stefan.evert@fau.deUniversität Erlangen-Nürnber","""Delta"" in der stilometrischen Autorschaftsattribution",conferences/DHd2016/pdf_einzeln/sektionen-002.pdf,conferences/DHd2016/xml/sektionen-002.xml
88,Arthistory’s Next Topmodel? Der Trend zur Ontologie,"Arthistory’s NextTopmodel? Der Trend zurOntologie,georg.schelbert@hu-berlin.deHumboldt-Universität z",Arthistory’s Next Topmodel? Der Trend zur Ontologie,conferences/DHd2016/pdf_einzeln/sektionen-003.pdf,conferences/DHd2016/xml/sektionen-003.xml
89,"Mobile Anwendungen als multimodale Medien zur Vermittlung vormoderner Artefakte. Die ,Historisches Paderborn‘-App – ein interdisziplinäres Forschungs- und Lehrprojekt","Mobile Anwendungen alsmultimodale Medien zurVermittlung vormodernerArtefakte. Die ,HistorischesPader","Mobile Anwendungen als multimodale Medien zur Vermittlung vormoderner Artefakte. Die ,Historisches Paderborn‘-App – ein interdisziplinäres Forschungs- und Lehrprojekt",conferences/DHd2016/pdf_einzeln/sektionen-004.pdf,conferences/DHd2016/xml/sektionen-004.xml
90,Transbiblionome Daten in der Literaturwissenschaft. Texttechnologische Erschließung und digitale Visualisierung intertextueller Beziehungen digitaler Korpora,Transbiblionome Daten inder Literaturwissenschaft.TexttechnologischeErschließung und digitaleVisuali,Transbiblionome Daten in der Literaturwissenschaft. Texttechnologische Erschließung und digitale Visualisierung intertextueller Beziehungen digitaler Korpora,conferences/DHd2016/pdf_einzeln/sektionen-005.pdf,conferences/DHd2016/xml/sektionen-005.xml
91,"Editionsphilologie zwischen Bibliothek, Archiv und Fachwissenschaft: Der standardisierte Open-Source-Workflow der digitalen Edition der Korrespondenz August Wilhelm Schlegels","Editionsphilologie zwischenBibliothek, Archiv undFachwissenschaft: Derstandardisierte Open-Source-Wo",,conferences/DHd2016/pdf_einzeln/vortraege-001.pdf,conferences/DHd2016/xml/vortraege-001.xml
92,Pattern Mining in Keilschriftzeichnungen,"Pattern Mining inKeilschriftzeichnungen,bg.bartek@gmail.comUniversität Heidelberg, Deutschland,huber",Pattern Mining in Keilschriftzeichnungen,conferences/DHd2016/pdf_einzeln/vortraege-002.pdf,conferences/DHd2016/xml/vortraege-002.xml
93,Algorithmische Visualisierungen: Ausdruck von Routinen und Denkstilen in den Digital Humanities,"AlgorithmischeVisualisierungen: Ausdruckvon Routinen undDenkstilen in den DigitalHumanities,bubenhof",Algorithmische Visualisierungen: Ausdruck von Routinen und Denkstilen in den Digital Humanities,conferences/DHd2016/pdf_einzeln/vortraege-003.pdf,conferences/DHd2016/xml/vortraege-003.xml
94,Die Kunst als Ganzes. Heterogene Bilddatensätze als Herausforderung für die Kunstgeschichte und die Computer Vision.,Die Kunst als Ganzes.Heterogene Bilddatensätzeals Herausforderung für dieKunstgeschichte und dieComp,Die Kunst als Ganzes. Heterogene Bilddatensätze als Herausforderung für die Kunstgeschichte und die Computer Vision.,conferences/DHd2016/pdf_einzeln/vortraege-004.pdf,conferences/DHd2016/xml/vortraege-004.xml
95,Die Corpusanalyse multimodaler Erzählungen am Beispiel graphischer Romane,"Die Corpusanalysemultimodaler Erzählungenam Beispiel graphischerRomane,alexander.dunst@gmail.comUniv",Die Corpusanalyse multimodaler Erzählungen am Beispiel graphischer Romane,conferences/DHd2016/pdf_einzeln/vortraege-005.pdf,conferences/DHd2016/xml/vortraege-005.xml
96,"Automatische Textanalysen in der Geschichtswissen-schaft – Auswertung, Interpretation und Relevanz","Automatische Textanalysenin der Geschichtswissen-schaft – Auswertung,Interpretation und Relevanz,fie","Automatische Textanalysen in der Geschichtswissen-schaft – Auswertung, Interpretation und Relevanz ",conferences/DHd2016/pdf_einzeln/vortraege-006.pdf,conferences/DHd2016/xml/vortraege-006.xml
97,Play(s): Crowdbasierte Anreicherung eines literarischen Volltext-Korpus,"Play(s): CrowdbasierteAnreicherung einesliterarischen Volltext-Korpus,mathiasgoebel@web.deUniversitä",Play(s): Crowdbasierte Anreicherung eines literarischen Volltext-Korpus,conferences/DHd2016/pdf_einzeln/vortraege-007.pdf,conferences/DHd2016/xml/vortraege-007.xml
98,Das juristische Referenzkorpus (JuReko) - Computergestützte Rechtslinguistik als empirischer Beitrag zu Gesetzgebung und Justiz,Das juristischeReferenzkorpus (JuReko)- ComputergestützteRechtslinguistik alsempirischer Beitrag zuG,Das juristische Referenzkorpus (JuReko) - Computergestützte Rechtslinguistik als empirischer Beitrag zu Gesetzgebung und Justiz,conferences/DHd2016/pdf_einzeln/vortraege-008.pdf,conferences/DHd2016/xml/vortraege-008.xml
99,DH-Projekte Österreichischer Literaturarchive: Ein Problembericht,"DH-ProjekteÖsterreichischerLiteraturarchive: EinProblembericht,vanessa.hannesschlaeger@oeaw.ac.atACD",DH-Projekte Österreichischer Literaturarchive: Ein Problembericht,conferences/DHd2016/pdf_einzeln/vortraege-009.pdf,conferences/DHd2016/xml/vortraege-009.xml
100,Modelling the Scholarly Domain beyond Infrastructure,"Modelling the ScholarlyDomain beyondInfrastructure,stefan.gradmann@kuleuven.beKatholieke Universitei",Modelling the Scholarly Domain beyond Infrastructure ,conferences/DHd2016/pdf_einzeln/vortraege-010.pdf,conferences/DHd2016/xml/vortraege-010.xml
101,Aufbau und Annotation des Kafka/Referenzkorpus,"Aufbau und Annotation desKafka/Referenzkorpus,bherrma1@gwdg.deUniversität Göttingen, Deutschland,geh",Aufbau und Annotation des Kafka/Referenzkorpus ,conferences/DHd2016/pdf_einzeln/vortraege-011.pdf,conferences/DHd2016/xml/vortraege-011.xml
102,Modellierung: eine Begriffsbestimmung,"Modellierung: eineBegriffsbestimmung,shessbru@hse.ruNational Research University - Higher School ofE",Modellierung: eine Begriffsbestimmung,conferences/DHd2016/pdf_einzeln/vortraege-012.pdf,conferences/DHd2016/xml/vortraege-012.xml
103,Korpusanalyse in der computergestützten Komparatistik,"Korpusanalyse in dercomputergestütztenKomparatistik,christine_ivanovicl@hotmail.comUniversität Wien,",Korpusanalyse in der computergestützten Komparatistik ,conferences/DHd2016/pdf_einzeln/vortraege-013.pdf,conferences/DHd2016/xml/vortraege-013.xml
104,Moving around the City of Glass,"Moving around the City ofGlass,laubrock@uni-potsdam.deUniversität Potsdam, Deutschland,hohenstein@un",Moving around the City of Glass,conferences/DHd2016/pdf_einzeln/vortraege-014.pdf,conferences/DHd2016/xml/vortraege-014.xml
105,Software-Einsatz in der geisteswissenschaftli-chen Forschungspraxis: Ergebnisse einer Umfrage,"Software-Einsatz in dergeisteswissenschaftli-chen Forschungspraxis:Ergebnisse einer Umfrage,clmb@inf",Software-Einsatz in der geisteswissenschaftli-chen Forschungspraxis: Ergebnisse einer Umfrage,conferences/DHd2016/pdf_einzeln/vortraege-015.pdf,conferences/DHd2016/xml/vortraege-015.xml
106,HistStadt4D - Multimodale Zugänge zu historischen Bildrepositorien zur Unterstützung stadt- und baugeschichtlicher Forschung und Vermittlung,HistStadt4D - MultimodaleZugänge zu historischenBildrepositorien zurUnterstützung stadt-und baugesch, HistStadt4D - Multimodale Zugänge zu historischen Bildrepositorien zur Unterstützung stadt- und baugeschichtlicher Forschung und Vermittlung ,conferences/DHd2016/pdf_einzeln/vortraege-016.pdf,conferences/DHd2016/xml/vortraege-016.xml
107,Die Geowissenschaftliche Analyse von großen Mengen historischer Texte: Die Visualisierung geographischer Verhältnisse in deutschen Familienzeitschriften,Die GeowissenschaftlicheAnalyse von großenMengen historischerTexte: Die Visualisierunggeographischer,Die Geowissenschaftliche Analyse von großen Mengen historischer Texte: Die Visualisierung geographischer Verhältnisse in deutschen Familienzeitschriften ,conferences/DHd2016/pdf_einzeln/vortraege-017.pdf,conferences/DHd2016/xml/vortraege-017.xml
108,Die datengeleitete Ermittlung des gemeinsamen sprachlichen Inventars der Geisteswissenschaften,"Die datengeleiteteErmittlung des gemeinsamensprachlichen Inventars derGeisteswissenschaften,cordula.",Die datengeleitete Ermittlung des gemeinsamen sprachlichen Inventars der Geisteswissenschaften,conferences/DHd2016/pdf_einzeln/vortraege-018.pdf,conferences/DHd2016/xml/vortraege-018.xml
109,Weibliches Erzählen im Expressionismus? Eine Stilometrie von Mela Hartwigs Prosa,"Weibliches Erzählen imExpressionismus? EineStilometrie von MelaHartwigs Prosa,Melanie.Mihm@germanist",Weibliches Erzählen im Expressionismus? Eine Stilometrie von Mela Hartwigs Prosa,conferences/DHd2016/pdf_einzeln/vortraege-019.pdf,conferences/DHd2016/xml/vortraege-019.xml
110,Small Data: Wissensproduktion und -vermittlung bei digitalen Visualisierungen in der Kunstgeschichte,"Small Data:Wissensproduktion und -vermittlung bei digitalenVisualisierungen in derKunstgeschichte,su", Small Data: Wissensproduktion und -vermittlung bei digitalen Visualisierungen in der Kunstgeschichte ,conferences/DHd2016/pdf_einzeln/vortraege-020.pdf,conferences/DHd2016/xml/vortraege-020.xml
111,Digitale Editionen als Web-Services,"Digitale Editionen als Web-Services,immanuel.normann@pagina-tuebingen.depagina GmbH, DeutschlandVers",Digitale Editionen als Web-Services ,conferences/DHd2016/pdf_einzeln/vortraege-021.pdf,conferences/DHd2016/xml/vortraege-021.xml
112,User-Experience von Spracharchiven: Eine Neubewertung der Interaktion von Archiv und Nutzern.,"User-Experience vonSpracharchiven: EineNeubewertung derInteraktion von Archiv undNutzern.,f.rau@uni-",User-Experience von Spracharchiven: Eine Neubewertung der Interaktion von Archiv und Nutzern.,conferences/DHd2016/pdf_einzeln/vortraege-022.pdf,conferences/DHd2016/xml/vortraege-022.xml
113,Sonification: Vermittlungsansätze zwischen Klang und Information,"Sonification:Vermittlungsansätzezwischen Klang undInformation,torsten.roeder@uni-wuerzburg.deUnivers",Sonification: Vermittlungsansätze zwischen Klang und Information,conferences/DHd2016/pdf_einzeln/vortraege-023.pdf,conferences/DHd2016/xml/vortraege-023.xml
114,"Zu virtuellen Forschungsumgebun-gen, einer genuin digitalen Hermeneutik sowie deren Visualisierung","Zu virtuellenForschungsumgebun-gen,einer genuin digitalenHermeneutik sowie derenVisualisierung,Leif.","Zu virtuellen Forschungsumgebun-gen, einer genuin digitalen Hermeneutik sowie deren Visualisierung",conferences/DHd2016/pdf_einzeln/vortraege-024.pdf,conferences/DHd2016/xml/vortraege-024.xml
115,Darstellung heterogenen und dynamischen Wissens mit CIDOC CRM und WissKI,"Darstellung heterogenen unddynamischen Wissens mitCIDOC CRM und WissKI,martin.scholz@fau.deFriedrich",Darstellung heterogenen und dynamischen Wissens mit CIDOC CRM und WissKI,conferences/DHd2016/pdf_einzeln/vortraege-025.pdf,conferences/DHd2016/xml/vortraege-025.xml
116,Tambora: Erkenntnisgewinne durch kartographische Visualisierungen von Forschungsdaten aus der historischen Klimatologie,Tambora:Erkenntnisgewinnedurch kartographischeVisualisierungen vonForschungsdaten aus derhistorische,Tambora: Erkenntnisgewinne durch kartographische Visualisierungen von Forschungsdaten aus der historischen Klimatologie,conferences/DHd2016/pdf_einzeln/vortraege-026.pdf,conferences/DHd2016/xml/vortraege-026.xml
117,„Jesus ist keine App“ - Fachsprachliche Konzeptualisierungen des ›Computers‹ und Ansätze computergestützter Fachsprachenlinguistik am Beispiel der Domänen Medizin und Theologie,„Jesus ist keine App“- FachsprachlicheKonzeptualisierungendes ›Computers‹ undAnsätze computergestütz,„Jesus ist keine App“ - Fachsprachliche Konzeptualisierungen des ›Computers‹ und Ansätze computergestützter Fachsprachenlinguistik am Beispiel der Domänen Medizin und Theologie,conferences/DHd2016/pdf_einzeln/vortraege-027.pdf,conferences/DHd2016/xml/vortraege-027.xml
118,Knowledge-Based Support for Scholarly Editing and Text Processing,"Knowledge-Based Supportfor Scholarly Editing andText Processing,info@janakittelmann.deMLU Halle-Witt",Knowledge-Based Support for Scholarly Editing and Text Processing,conferences/DHd2016/pdf_einzeln/vortraege-029.pdf,conferences/DHd2016/xml/vortraege-029.xml
119,"Annotation und Distant Reading: Probleme, Synergien, Perspektiven","Annotation und DistantReading: Probleme,Synergien, Perspektiven,angelika.zirker@uni-tuebingen.deEber","Annotation und Distant Reading: Probleme, Synergien, Perspektiven",conferences/DHd2016/pdf_einzeln/vortraege-030.pdf,conferences/DHd2016/xml/vortraege-030.xml
120,"ePoetics – Korpuserschließung und Visualisierung deutschsprachiger Poetiken (1770-1960) für den ,Algorithmic Criticism‘","ePoetics –Korpuserschließungund VisualisierungdeutschsprachigerPoetiken (1770-1960) fürden ,Algorith"," ePoetics – Korpuserschließung und Visualisierung deutschsprachiger Poetiken (1770-1960) für den ,Algorithmic Criticism‘ ",conferences/DHd2016/pdf_einzeln/vortraege-031.pdf,conferences/DHd2016/xml/vortraege-031.xml
121,Über den Mehrwert der Vernetzung von OCR-Verfahren zur Erfassung von Texten des 17. Jahrhunderts,"Über den Mehrwert derVernetzung von OCR-Verfahren zur Erfassung vonTexten des 17. Jahrhunderts,boeni",Über den Mehrwert der Vernetzung von OCR-Verfahren zur Erfassung von Texten des 17. Jahrhunderts,conferences/DHd2016/pdf_einzeln/vortraege-032.pdf,conferences/DHd2016/xml/vortraege-032.xml
122,Formate als Sackgassen: Handlungsempfeh-lungen,"Formate als Sackgassen:Handlungsempfeh-lungen,bohl@edirom.deZentrum für Musik- und Filminformatik, H",Formate als Sackgassen: Handlungsempfeh-lungen,conferences/DHd2016/pdf_einzeln/vortraege-033.pdf,conferences/DHd2016/xml/vortraege-033.xml
123,Digital Humanities in Bewegung: Ansätze für die computergestützte Filmanalyse,"Digital Humanities inBewegung: Ansätze fürdie computergestützteFilmanalyse,manuel.burghardt@ur.deLeh", Digital Humanities in Bewegung: Ansätze für die computergestützte Filmanalyse ,conferences/DHd2016/pdf_einzeln/vortraege-034.pdf,conferences/DHd2016/xml/vortraege-034.xml
124,Operationalisierung von Forschungsfragen in CLARIN-D - Der Anwendungsfall Ernst Jünger,"Operationalisierungvon Forschungsfragenin CLARIN-D - DerAnwendungsfall ErnstJünger,dgoldhahn@informa",Operationalisierung von Forschungsfragen in CLARIN-D - Der Anwendungsfall Ernst Jünger,conferences/DHd2016/pdf_einzeln/vortraege-035.pdf,conferences/DHd2016/xml/vortraege-035.xml
125,Judaica recherchieren – Unterstützung bei der Realisierung forschungsspezifischer Suchlösungen durch die generische Suche von DARIAH-DE,Judaica recherchieren– Unterstützung beider RealisierungforschungsspezifischerSuchlösungen durch die,Judaica recherchieren – Unterstützung bei der Realisierung forschungsspezifischer Suchlösungen durch die generische Suche von DARIAH-DE,conferences/DHd2016/pdf_einzeln/vortraege-036.pdf,conferences/DHd2016/xml/vortraege-036.xml
126,Nutzung und Kombination von Daten aus strukturierten und unstrukturierten Quellen zur Identifikation transnationaler Lebensläufe,Nutzung und Kombinationvon Daten aus strukturiertenund unstrukturiertenQuellen zur Identifikationtra,Nutzung und Kombination von Daten aus strukturierten und unstrukturierten Quellen zur Identifikation transnationaler Lebensläufe,conferences/DHd2016/pdf_einzeln/vortraege-037.pdf,conferences/DHd2016/xml/vortraege-037.xml
127,Sprachwandel im Sanskrit? Eine Corpusstudie zum Einfluss Pāṇinis auf die Lexik des Sanskrit,"Sprachwandel im Sanskrit?Eine Corpusstudie zumEinfluss P##inis auf dieLexik des Sanskrit,hellwig7@gm",Sprachwandel im Sanskrit? Eine Corpusstudie zum Einfluss Pāṇinis auf die Lexik des Sanskrit,conferences/DHd2016/pdf_einzeln/vortraege-038.pdf,conferences/DHd2016/xml/vortraege-038.xml
128,Kollaboratives Annotieren literarischer Texte,"Kollaboratives Annotierenliterarischer Texte,janina.jacke@uni-hamburg.deUniversität Hamburg, Deutsch",Kollaboratives Annotieren literarischer Texte,conferences/DHd2016/pdf_einzeln/vortraege-039.pdf,conferences/DHd2016/xml/vortraege-039.xml
129,Attribuierung direkter Reden in deutschen Romanen des 18.-20. Jahrhunderts. Methoden zur Bestimmung des Sprechers und des Angesprochenen,Attribuierung direkter Redenin deutschen Romanendes 18.-20. Jahrhunderts.Methoden zur Bestimmungdes ,Attribuierung direkter Reden in deutschen Romanen des 18.-20. Jahrhunderts. Methoden zur Bestimmung des Sprechers und des Angesprochenen,conferences/DHd2016/pdf_einzeln/vortraege-040.pdf,conferences/DHd2016/xml/vortraege-040.xml
130,DiaCollo: diachronen Kollokationen auf der Spur,"DiaCollo: diachronenKollokationen auf der Spur,jurish@bbaw.deBerlin-Brandenburg Akademie der Wissens",DiaCollo: diachronen Kollokationen auf der Spur,conferences/DHd2016/pdf_einzeln/vortraege-041.pdf,conferences/DHd2016/xml/vortraege-041.xml
131,Bearbeitung und Annotation historischer Texte mittels Graph-Datenbanken am Beispiel der Chronik des Matthias von Edessa,Bearbeitung und Annotationhistorischer Texte mittelsGraph-Datenbanken amBeispiel der Chronik desMatt,Bearbeitung und Annotation historischer Texte mittels Graph-Datenbanken am Beispiel der Chronik des Matthias von Edessa ,conferences/DHd2016/pdf_einzeln/vortraege-042.pdf,conferences/DHd2016/xml/vortraege-042.xml
132,Kafkas Stil. Zur Psychostilistik der Tagebücher Kafkas,"Kafkas Stil. ZurPsychostilistik derTagebücher Kafkas,glauer@gwdg.deUniversität Göttingen, Deutschlan",Kafkas Stil. Zur Psychostilistik der Tagebücher Kafkas,conferences/DHd2016/pdf_einzeln/vortraege-043.pdf,conferences/DHd2016/xml/vortraege-043.xml
133,Digitale Workflows in Langzeitprojekten am Beispiel einer Infrastruktur zur Dokumentation indigener nordeurasischer Sprachen (INEL),Digitale Workflows inLangzeitprojekten amBeispiel einer Infrastrukturzur Dokumentationindigener nord,Digitale Workflows in Langzeitprojekten am Beispiel einer Infrastruktur zur Dokumentation indigener nordeurasischer Sprachen (INEL),conferences/DHd2016/pdf_einzeln/vortraege-044.pdf,conferences/DHd2016/xml/vortraege-044.xml
134,Die Lehre der digitalen Visualisierung am Beispiel der Architektur,"Die Lehre der digitalenVisualisierung am Beispielder Architektur,lengyel@tu-cottbus.deBrandenburgisc",Die Lehre der digitalen Visualisierung am Beispiel der Architektur,conferences/DHd2016/pdf_einzeln/vortraege-045.pdf,conferences/DHd2016/xml/vortraege-045.xml
135,Sprache als Netz: Diagnostik durch Visualisierung,"Sprache als Netz: Diagnostikdurch Visualisierung,Meindl@em.uni-frankfurt.deGoethe-Universität Frankf",Sprache als Netz: Diagnostik durch Visualisierung,conferences/DHd2016/pdf_einzeln/vortraege-046.pdf,conferences/DHd2016/xml/vortraege-046.xml
136,A Visual Approach to the History of Swiss Federal Law,"A Visual Approach to theHistory of Swiss FederalLaw,Andre.Ourednik@bar.admin.chSchweizer Bundesarchi",A Visual Approach to the History of Swiss Federal Law,conferences/DHd2016/pdf_einzeln/vortraege-047.pdf,conferences/DHd2016/xml/vortraege-047.xml
137,LERA - Explorative Analyse komplexer Textvarianten in Editionsphilologie und Diskursanalyse,"LERA - Explorative Analysekomplexer Textvariantenin Editionsphilologie undDiskursanalyse,susanne.sch", LERA - Explorative Analyse komplexer Textvarianten in Editionsphilologie und Diskursanalyse ,conferences/DHd2016/pdf_einzeln/vortraege-048.pdf,conferences/DHd2016/xml/vortraege-048.xml
138,Classification of Literary Subgenres,"Classification of LiterarySubgenres,lena.hettinger@uni-wuerzburg.deUniversität Würzburg, Deutschland",Classification of Literary Subgenres,conferences/DHd2016/pdf_einzeln/vortraege-049.pdf,conferences/DHd2016/xml/vortraege-049.xml
139,Der falsche Quijote? Autorschaftsattribution für spanische Prosa der frühen Neuzeit.,"Der falsche Quijote?Autorschaftsattribution fürspanische Prosa der frühenNeuzeit.,nanette.rissler-pi",Der falsche Quijote? Autorschaftsattribution für spanische Prosa der frühen Neuzeit.,conferences/DHd2016/pdf_einzeln/vortraege-051.pdf,conferences/DHd2016/xml/vortraege-051.xml
140,Korpushermeneutik - Ansatz und Werkzeug zur Analyse großer Textkorpora,"Korpushermeneutik - Ansatzund Werkzeug zur Analysegroßer Textkorpora,jan.ruediger@uni-kassel.deUnive",Korpushermeneutik - Ansatz und Werkzeug zur Analyse großer Textkorpora,conferences/DHd2016/pdf_einzeln/vortraege-052.pdf,conferences/DHd2016/xml/vortraege-052.xml
141,"Wer bist Du, Nutzer?","Wer bist Du, Nutzer?,fandrych@rz.uni-leipzig.deUniversität Leipzig, Deutschland,frick@ids-mannheim.d","Wer bist Du, Nutzer?",conferences/DHd2016/pdf_einzeln/vortraege-053.pdf,conferences/DHd2016/xml/vortraege-053.xml
142,"Geisteswissenschaft-liche Fachdatenrepositorien im Semantic Web. Modellierung, Vernetzung, Visualisierung.","Geisteswissenschaft-licheFachdatenrepositorienim Semantic Web.Modellierung, Vernetzung,Visualisierun","Geisteswissenschaft-liche Fachdatenrepositorien im Semantic Web. Modellierung, Vernetzung, Visualisierung.",conferences/DHd2016/pdf_einzeln/vortraege-054.pdf,conferences/DHd2016/xml/vortraege-054.xml
143,"Topic, Genre, Text","Topic, Genre, Text,christof.schoech@uni-wuerzburg.deUniversität Würzburg, Deutschland,ulrike.henny@u","Topic, Genre, Text",conferences/DHd2016/pdf_einzeln/vortraege-055.pdf,conferences/DHd2016/xml/vortraege-055.xml
144,Technical and social Infrastructures for the Humanities: The Example of the Dagaare-English-Cantonese Dictionary,Technical and socialInfrastructures for theHumanities: The Exampleof the Dagaare-English-Cantonese D,Technical and social Infrastructures for the Humanities: The Example of the Dagaare-English-Cantonese Dictionary,conferences/DHd2016/pdf_einzeln/vortraege-056.pdf,conferences/DHd2016/xml/vortraege-056.xml
145,Ein Facebook der anderen Art: Digitalisierte Epigraphiken als Quelle der Kulturforschung,"Ein Facebook der anderenArt: DigitalisierteEpigraphiken als Quelle derKulturforschung,ostreiter@nuk.",Ein Facebook der anderen Art: Digitalisierte Epigraphiken als Quelle der Kulturforschung ,conferences/DHd2016/pdf_einzeln/vortraege-057.pdf,conferences/DHd2016/xml/vortraege-057.xml
146,Usability in den Digital Humanities am Beispiel des LAUDATIO-Repositoriums,"Usability in den DigitalHumanities am Beispiel desLAUDATIO-Repositoriums,jstiller@mpiwg-berlin.mpg.d",Usability in den Digital Humanities am Beispiel des LAUDATIO-Repositoriums,conferences/DHd2016/pdf_einzeln/vortraege-058.pdf,conferences/DHd2016/xml/vortraege-058.xml
147,„Alles ist Wechselwirkung“ – auch in den Digital Humanities: Von ‘D‘ nach ‘H‘ und zurück durch Humboldts Kosmos-Vorträge (1827/28),„Alles ist Wechselwirkung“– auch in den DigitalHumanities: Von ‘D‘ nach‘H‘ und zurück durchHumboldts,„Alles ist Wechselwirkung“ – auch in den Digital Humanities: Von ‘D‘ nach ‘H‘ und zurück durch Humboldts Kosmos-Vorträge (1827/28),conferences/DHd2016/pdf_einzeln/vortraege-059.pdf,conferences/DHd2016/xml/vortraege-059.xml
