;title;title from pdf;title from xml;pdf file;xml file
79;„Quellen aus der Schweiz für die Welt: jederzeit, überall, für alle“ – Neue Kooperationen der NB im digitalen Zeitalter;„Quellen aus der Schweizfür die Welt: jederzeit,überall, für alle“ – NeueKooperationen der NB imdigi;„Quellen aus der Schweiz für die Welt: jederzeit, überall, für alle“ – Neue Kooperationen der NB im digitalen Zeitalter;conferences\DHd2017\pdf_einzeln\vortrag-VONWA.pdf;conferences\DHd2017\XML\vortrag-VONWA.xml
80;Ambige idiomatische Ausdrücke in kinderliterarischen Texten: Mehrwert einer Datenbankanalyse;Ambige idiomatischeAusdrücke inkinderliterarischenTexten: Mehrwert einerDatenbankanalyseWagner, Wilt;Ambige idiomatische Ausdrücke in kinderliterarischen Texten: Mehrwert einer Datenbankanalyse;conferences\DHd2017\pdf_einzeln\vortrag-WAGNE.pdf;conferences\DHd2017\XML\vortrag-WAGNE.xml
81;Perspektiven der Benutzeraktionsanalyse im Kontext der Evaluation von Forschungspraktiken in den Digital Humanities;Perspektiven derBenutzeraktionsanalyse imKontext der Evaluation vonForschungspraktiken in denDigital;;;
82;Zur polykubistischen Informationsvisualisierung von Biographiedaten;Zur polykubistischenInformationsvisualisierungvon BiographiedatenWindhager, Florianflorian.windhager;Zur polykubistischen Informationsvisualisierung von Biographiedaten;conferences\DHd2017\pdf_einzeln\vortrag-WINDH.pdf;conferences\DHd2017\XML\vortrag-WINDH.xml
83;Entwicklung und Einrichtung einer digitalen Arbeitsumgebung für die Jeremias Gotthelf-Edition. Ein Erfahrungsbericht;Entwicklung undEinrichtung einer digitalenArbeitsumgebung für dieJeremias Gotthelf-Edition.Ein Erfah;Entwicklung und Einrichtung einer digitalen Arbeitsumgebung für die ;conferences\DHd2017\pdf_einzeln\vortrag-ZIHLM.pdf;conferences\DHd2017\XML\vortrag-ZIHLM.xml
84;Daten sammeln, modellieren und durchsuchen mit DARIAH-DE;Daten sammeln, modellierenund durchsuchen mitDARIAH-DEGradl, Tobiastobias.gradl@uni-bamberg.deUniver;Daten sammeln, modellieren und durchsuchen mit DARIAH-DE ;conferences\DHd2017\pdf_einzeln\workshop-GRADL.pdf;conferences\DHd2017\XML\workshop-GRADL.xml
85;open your data, open your code: Offene Lizenzierung für geisteswissenschaftliche Projekte;open your data, open yourcode: Offene Lizenzierungfür geisteswissenschaftlicheProjekteHannesschläger;open your data, open your code: Offene Lizenzierung für geisteswissenschaftliche Projekte;conferences\DHd2017\pdf_einzeln\workshop-HANNE.pdf;conferences\DHd2017\XML\workshop-HANNE.xml
86;Dokumente segmentieren und Handschriften erkennen: Arbeiten mit der Plattform Transkribus;Dokumente segmentierenund Handschriften erkennen:Arbeiten mit der PlattformTranskribusHodel, Tobiast;Dokumente segmentieren und Handschriften erkennen: Arbeiten mit der Plattform Transkribus;conferences\DHd2017\pdf_einzeln\workshop-HODEL.pdf;conferences\DHd2017\XML\workshop-HODEL.xml
87;Einführung in das PANDORA Linked Open Data Framework.;Einführung in dasPANDORA Linked OpenData Framework.Johnson, Christopherchristopher.johnson@uni-goett;Einführung in das PANDORA Linked Open Data Framework.;conferences\DHd2017\pdf_einzeln\workshop-JOHNS.pdf;conferences\DHd2017\XML\workshop-JOHNS.xml
88;HowTo build a your own »Digital Edition Web-App«;HowTo build a your own»Digital Edition Web-App«Kampkaspar, Dariokampkaspar@hab.deHerzog August Bibli;HowTo build a your own »Digital Edition Web-App«;conferences\DHd2017\pdf_einzeln\workshop-KAMPK.pdf;conferences\DHd2017\XML\workshop-KAMPK.xml
89;Annotieren und Publizieren mit DARIAH-DE und TextGrid;Annotieren und Publizierenmit DARIAH-DE undTextGridKollatz, Thomaskol@steinheim-institut.orgSteinhei;Annotieren und Publizieren mit DARIAH-DE und TextGrid;conferences\DHd2017\pdf_einzeln\workshop-KOLLA.pdf;conferences\DHd2017\XML\workshop-KOLLA.xml
90;Nachhaltiges Management von Bildmetadaten mit XMP, exiftool und Fotostation;Nachhaltiges Managementvon Bildmetadatenmit XMP, exiftool undFotostationPohl, Oliveropohl@bbaw.deBer;Nachhaltiges Management von Bildmetadaten mit XMP, exiftool und Fotostation;conferences\DHd2017\pdf_einzeln\workshop-POHLO.pdf;conferences\DHd2017\XML\workshop-POHLO.xml
91;CUTE: CRETA Unshared Task zu Entitätenreferenzen;CUTE: CRETA UnsharedTask zu EntitätenreferenzenReiter, Nilsnils.reiter@ims.uni-stuttgart.deUniversit;CUTE: CRETA Unshared Task zu Entitätenreferenzen;conferences\DHd2017\pdf_einzeln\workshop-REITE.pdf;conferences\DHd2017\XML\workshop-REITE.xml
